seq_no,piece,PC,resolveDir
568624,0,3919520,1,
568631,0,3919616,1,
568611,0,3919428,1,
568648,0,3919736,1,
568612,0,3919452,0,
568622,0,3919512,0,
568633,0,3919572,1,
568643,0,3919584,1,
568645,0,3919692,1,
568640,0,3919648,1,
568699,0,4241120,0,
568709,0,4241160,0,
568690,0,4240524,0,
568695,0,4240544,0,
568783,0,4242184,1,
568712,0,4241172,1,
568703,0,4241136,0,
568766,0,4241896,0,
568773,0,4241924,0,
568729,0,4241344,0,
568781,0,4242100,1,
568722,0,4241316,0,
568819,0,4242452,0,
568759,0,4241456,1,
568809,0,4242368,1,
568812,0,4242424,0,
568824,0,4243296,0,
568838,0,4243344,1,
568865,0,4253228,1,
568958,0,4253860,0,
568912,0,4253616,1,
568888,0,4253352,1,
568989,0,4254024,0,
569009,0,4253860,0,
568985,0,4254004,0,
569001,0,4258440,0,
569040,0,4254024,0,
569036,0,4254004,0,
569054,0,4269236,1,
569055,0,4269360,1,
569064,0,4278320,1,
569063,0,4277992,1,
569081,0,4243404,1,
569061,0,4277824,1,
569083,0,4243628,1,
569105,0,4316864,0,
569086,0,4243648,0,
569113,0,4316896,0,
569148,0,4322868,0,
569178,0,4243672,1,
569129,0,4316976,0,
569134,0,4316992,1,
569140,0,4317032,0,
569201,0,4316864,0,
569157,0,4316940,1,
569182,0,4245060,0,
569209,0,4316896,0,
569151,0,4322880,0,
569225,0,4316976,0,
569230,0,4316992,0,
569234,0,4317004,1,
569240,0,4317032,0,
569313,0,3919912,1,
569278,0,4316940,1,
569297,0,4245076,1,
569259,0,4252976,1,
569260,0,4252984,1,
569316,0,3920844,0,
569324,0,3920968,0,
569322,0,3920956,1,
569268,0,4253132,1,
569347,0,4316164,1,
569358,0,3909720,0,
569360,0,3909728,0,
569372,0,3909776,1,
569374,0,3909876,0,
569397,0,4316164,1,
569371,0,3909772,0,
569378,0,3909892,1,
569377,0,3909888,0,
569426,0,4316164,1,
569413,0,3711692,0,
569415,0,3711700,1,
569443,0,3896788,1,
569051,0,4258400,1,
569448,0,3896844,0,
569474,0,4316164,1,
569536,0,4316164,1,
569451,0,3896856,1,
569461,0,3897104,1,
569459,0,3897056,1,
569567,0,3899576,1,
569571,0,3899696,0,
569592,0,4316164,1,
569490,0,3909428,0,
569506,0,3909492,0,
569524,0,3909668,0,
569497,0,3909456,0,
569513,0,3909520,1,
569581,0,3899736,1,
569700,0,3395752,0,
569705,0,3395804,1,
569661,0,3925036,1,
569722,0,3395884,1,
569634,0,3923128,0,
569638,0,3923236,0,
569704,0,3395800,0,
569736,0,3399620,0,
569646,0,3924180,1,
569775,0,3401124,1,
569687,0,3395696,0,
569766,0,3400280,0,
569716,0,3395860,0,
569738,0,3399628,0,
569733,0,3399316,1,
569710,0,3395836,0,
569731,0,3399268,1,
569729,0,3396188,1,
569741,0,3399640,1,
569807,0,3923212,1,
569693,0,3395716,1,
569703,0,3395764,1,
569776,0,3401272,1,
569810,0,3923236,0,
569754,0,3399916,0,
569753,0,3399912,0,
569883,0,3924692,0,
569769,0,3400292,1,
569796,0,3923172,0,
569761,0,3399944,1,
569774,0,3401120,0,
569798,0,3923180,0,
569940,0,3926220,1,
569802,0,3923196,0,
569891,0,3925268,0,
569892,0,3925272,0,
569894,0,3925280,1,
569870,0,3924360,0,
569889,0,3925160,1,
569827,0,3902260,1,
569839,0,3902668,1,
569849,0,3923672,0,
569851,0,3923524,1,
569838,0,3902316,1,
569876,0,3924384,1,
569880,0,3924680,0,
569954,0,3926492,1,
569854,0,3923592,1,
569918,0,3289208,1,
569980,0,4316164,1,
569858,0,3923644,1,
569917,0,3289204,0,
569944,0,3926284,0,
569928,0,3289372,1,
569941,0,3926272,0,
570034,0,3919520,1,
570009,0,3919076,1,
570041,0,3919616,1,
570005,0,3918932,1,
570058,0,3919736,1,
569922,0,3289348,0,
569926,0,3289364,0,
570119,0,4241160,0,
570021,0,3919428,1,
570032,0,3919512,0,
570043,0,3919572,1,
570053,0,3919584,1,
570050,0,3919648,1,
570105,0,4240544,0,
570193,0,4242184,1,
570122,0,4241172,1,
570176,0,4241896,0,
570183,0,4241924,0,
570139,0,4241344,0,
570191,0,4242100,1,
570229,0,4242452,0,
570169,0,4241456,1,
570219,0,4242368,1,
570222,0,4242424,0,
570234,0,4243296,0,
570248,0,4243344,1,
570275,0,4253228,1,
570028,0,3919496,0,
570100,0,4240524,0,
570322,0,4253616,1,
570368,0,4253860,0,
570022,0,3919452,0,
570109,0,4241120,0,
570298,0,4253352,1,
570399,0,4254024,0,
570055,0,3919692,1,
570419,0,4253860,0,
570411,0,4258440,0,
570113,0,4241136,0,
570132,0,4241316,0,
570395,0,4254004,0,
570446,0,4254004,0,
570450,0,4254024,0,
570464,0,4269236,1,
570465,0,4269360,1,
570474,0,4278320,1,
570473,0,4277992,1,
570491,0,4243404,1,
570471,0,4277824,1,
570493,0,4243628,1,
570515,0,4316864,0,
570496,0,4243648,0,
570523,0,4316896,0,
570558,0,4322868,0,
570588,0,4243672,1,
570539,0,4316976,0,
570544,0,4316992,1,
570550,0,4317032,0,
570611,0,4316864,0,
570567,0,4316940,1,
570592,0,4245060,0,
570619,0,4316896,0,
570561,0,4322880,0,
570635,0,4316976,0,
570640,0,4316992,0,
570644,0,4317004,1,
570650,0,4317032,0,
570723,0,3919912,1,
570688,0,4316940,1,
570707,0,4245076,1,
570669,0,4252976,1,
570670,0,4252984,1,
570726,0,3920844,0,
570734,0,3920968,0,
570732,0,3920956,1,
570678,0,4253132,1,
570757,0,4316164,1,
570768,0,3909720,0,
570770,0,3909728,0,
570782,0,3909776,1,
570784,0,3909876,0,
570807,0,4316164,1,
570781,0,3909772,0,
570788,0,3909892,1,
570787,0,3909888,0,
570836,0,4316164,1,
570823,0,3711692,0,
570825,0,3711700,1,
570853,0,3896788,1,
570858,0,3896844,0,
570884,0,4316164,1,
570946,0,4316164,1,
570861,0,3896856,1,
570871,0,3897104,1,
570869,0,3897056,1,
570977,0,3899576,1,
570981,0,3899696,0,
571002,0,4316164,1,
570900,0,3909428,0,
570916,0,3909492,0,
570934,0,3909668,0,
570907,0,3909456,0,
570923,0,3909520,1,
570991,0,3899736,1,
571110,0,3395752,0,
571115,0,3395804,1,
571071,0,3925036,1,
571132,0,3395884,1,
571044,0,3923128,0,
571048,0,3923236,0,
571114,0,3395800,0,
571146,0,3399620,0,
571056,0,3924180,1,
571185,0,3401124,1,
571097,0,3395696,0,
571176,0,3400280,0,
571126,0,3395860,0,
571148,0,3399628,0,
571143,0,3399316,1,
571217,0,3923212,1,
571120,0,3395836,0,
571141,0,3399268,1,
571139,0,3396188,1,
571151,0,3399640,1,
571220,0,3923236,0,
571103,0,3395716,1,
571113,0,3395764,1,
571186,0,3401272,1,
571164,0,3399916,0,
571163,0,3399912,0,
571293,0,3924692,0,
571179,0,3400292,1,
571206,0,3923172,0,
571171,0,3399944,1,
571184,0,3401120,0,
571301,0,3925268,0,
571302,0,3925272,0,
571304,0,3925280,1,
571208,0,3923180,0,
571299,0,3925160,1,
571350,0,3926220,1,
571212,0,3923196,0,
571280,0,3924360,0,
571237,0,3902260,1,
571249,0,3902668,1,
571259,0,3923672,0,
571261,0,3923524,1,
571286,0,3924384,1,
571290,0,3924680,0,
571248,0,3902316,1,
571328,0,3289208,1,
571364,0,3926492,1,
571390,0,4316164,1,
571264,0,3923592,1,
571268,0,3923644,1,
571327,0,3289204,0,
571354,0,3926284,0,
571338,0,3289372,1,
571419,0,3919076,1,
571351,0,3926272,0,
571415,0,3918932,1,
571332,0,3289348,0,
571336,0,3289364,0,
570461,0,4258400,1,
571438,0,3919496,0,
571444,0,3919520,1,
571451,0,3919616,1,
571431,0,3919428,1,
571468,0,3919736,1,
571432,0,3919452,0,
571442,0,3919512,0,
571453,0,3919572,1,
571463,0,3919584,1,
571465,0,3919692,1,
571460,0,3919648,1,
571519,0,4241120,0,
571529,0,4241160,0,
571510,0,4240524,0,
571515,0,4240544,0,
571603,0,4242184,1,
571532,0,4241172,1,
571523,0,4241136,0,
571586,0,4241896,0,
571593,0,4241924,0,
571549,0,4241344,0,
571601,0,4242100,1,
571542,0,4241316,0,
571639,0,4242452,0,
571579,0,4241456,1,
571629,0,4242368,1,
571632,0,4242424,0,
571644,0,4243296,0,
571658,0,4243344,1,
571685,0,4253228,1,
571778,0,4253860,0,
571732,0,4253616,1,
571708,0,4253352,1,
571809,0,4254024,0,
571829,0,4253860,0,
571805,0,4254004,0,
571821,0,4258440,0,
571860,0,4254024,0,
571856,0,4254004,0,
571874,0,4269236,1,
571875,0,4269360,1,
571884,0,4278320,1,
571883,0,4277992,1,
571901,0,4243404,1,
571881,0,4277824,1,
571903,0,4243628,1,
571925,0,4316864,0,
571906,0,4243648,0,
571933,0,4316896,0,
571968,0,4322868,0,
571998,0,4243672,1,
571949,0,4316976,0,
571954,0,4316992,1,
571960,0,4317032,0,
572021,0,4316864,0,
571977,0,4316940,1,
572002,0,4245060,0,
572029,0,4316896,0,
571971,0,4322880,0,
572045,0,4316976,0,
572050,0,4316992,0,
572054,0,4317004,1,
572060,0,4317032,0,
572133,0,3919912,1,
572098,0,4316940,1,
572117,0,4245076,1,
572079,0,4252976,1,
572080,0,4252984,1,
572136,0,3920844,0,
572144,0,3920968,0,
572142,0,3920956,1,
572088,0,4253132,1,
572167,0,4316164,1,
572178,0,3909720,0,
572180,0,3909728,0,
572192,0,3909776,1,
572194,0,3909876,0,
572217,0,4316164,1,
572191,0,3909772,0,
572198,0,3909892,1,
572197,0,3909888,0,
572246,0,4316164,1,
572233,0,3711692,0,
572235,0,3711700,1,
572263,0,3896788,1,
571871,0,4258400,1,
572268,0,3896844,0,
572294,0,4316164,1,
572356,0,4316164,1,
572271,0,3896856,1,
572281,0,3897104,1,
572279,0,3897056,1,
572387,0,3899576,1,
572391,0,3899696,0,
572412,0,4316164,1,
572310,0,3909428,0,
572326,0,3909492,0,
572344,0,3909668,0,
572317,0,3909456,0,
572333,0,3909520,1,
572401,0,3899736,1,
572520,0,3395752,0,
572525,0,3395804,1,
572481,0,3925036,1,
572542,0,3395884,1,
572454,0,3923128,0,
572458,0,3923236,0,
572524,0,3395800,0,
572556,0,3399620,0,
572466,0,3924180,1,
572595,0,3401124,1,
572507,0,3395696,0,
572586,0,3400280,0,
572536,0,3395860,0,
572558,0,3399628,0,
572553,0,3399316,1,
572530,0,3395836,0,
572551,0,3399268,1,
572549,0,3396188,1,
572561,0,3399640,1,
572627,0,3923212,1,
572513,0,3395716,1,
572523,0,3395764,1,
572596,0,3401272,1,
572630,0,3923236,0,
572574,0,3399916,0,
572573,0,3399912,0,
572703,0,3924692,0,
572589,0,3400292,1,
572616,0,3923172,0,
572581,0,3399944,1,
572594,0,3401120,0,
572618,0,3923180,0,
572760,0,3926220,1,
572622,0,3923196,0,
572711,0,3925268,0,
572712,0,3925272,0,
572714,0,3925280,1,
572690,0,3924360,0,
572709,0,3925160,1,
572647,0,3902260,1,
572659,0,3902668,1,
572669,0,3923672,0,
572671,0,3923524,1,
572658,0,3902316,1,
572696,0,3924384,1,
572700,0,3924680,0,
572774,0,3926492,1,
572674,0,3923592,1,
572738,0,3289208,1,
572800,0,4316164,1,
572678,0,3923644,1,
572737,0,3289204,0,
572764,0,3926284,0,
572748,0,3289372,1,
572761,0,3926272,0,
572854,0,3919520,1,
572829,0,3919076,1,
572861,0,3919616,1,
572825,0,3918932,1,
572878,0,3919736,1,
572742,0,3289348,0,
572746,0,3289364,0,
572939,0,4241160,0,
572841,0,3919428,1,
572852,0,3919512,0,
572863,0,3919572,1,
572873,0,3919584,1,
572848,0,3919496,0,
572920,0,4240524,0,
572870,0,3919648,1,
572925,0,4240544,0,
573013,0,4242184,1,
572842,0,3919452,0,
572942,0,4241172,1,
572929,0,4241120,0,
572996,0,4241896,0,
572875,0,3919692,1,
573003,0,4241924,0,
572959,0,4241344,0,
573011,0,4242100,1,
572933,0,4241136,0,
572952,0,4241316,0,
573049,0,4242452,0,
572989,0,4241456,1,
573039,0,4242368,1,
573042,0,4242424,0,
573054,0,4243296,0,
573068,0,4243344,1,
573095,0,4253228,1,
573188,0,4253860,0,
573142,0,4253616,1,
573118,0,4253352,1,
573219,0,4254024,0,
573239,0,4253860,0,
573215,0,4254004,0,
573231,0,4258440,0,
573270,0,4254024,0,
573266,0,4254004,0,
573284,0,4269236,1,
573285,0,4269360,1,
573294,0,4278320,1,
573293,0,4277992,1,
573311,0,4243404,1,
573291,0,4277824,1,
573313,0,4243628,1,
573335,0,4316864,0,
573316,0,4243648,0,
573343,0,4316896,0,
573378,0,4322868,0,
573408,0,4243672,1,
573359,0,4316976,0,
573364,0,4316992,1,
573370,0,4317032,0,
573431,0,4316864,0,
573387,0,4316940,1,
573412,0,4245060,0,
573439,0,4316896,0,
573381,0,4322880,0,
573455,0,4316976,0,
573460,0,4316992,0,
573464,0,4317004,1,
573470,0,4317032,0,
573543,0,3919912,1,
573508,0,4316940,1,
573527,0,4245076,1,
573489,0,4252976,1,
573490,0,4252984,1,
573546,0,3920844,0,
573554,0,3920968,0,
573552,0,3920956,1,
573498,0,4253132,1,
573577,0,4316164,1,
573588,0,3909720,0,
573590,0,3909728,0,
573602,0,3909776,1,
573604,0,3909876,0,
573627,0,4316164,1,
573601,0,3909772,0,
573608,0,3909892,1,
573607,0,3909888,0,
573656,0,4316164,1,
573643,0,3711692,0,
573645,0,3711700,1,
573673,0,3896788,1,
573678,0,3896844,0,
573704,0,4316164,1,
573766,0,4316164,1,
573681,0,3896856,1,
573691,0,3897104,1,
573689,0,3897056,1,
573797,0,3899576,1,
573801,0,3899696,0,
573822,0,4316164,1,
573720,0,3909428,0,
573736,0,3909492,0,
573754,0,3909668,0,
573727,0,3909456,0,
573743,0,3909520,1,
573811,0,3899736,1,
573930,0,3395752,0,
573935,0,3395804,1,
573891,0,3925036,1,
573952,0,3395884,1,
573864,0,3923128,0,
573868,0,3923236,0,
573934,0,3395800,0,
573966,0,3399620,0,
573876,0,3924180,1,
574005,0,3401124,1,
573917,0,3395696,0,
573996,0,3400280,0,
573946,0,3395860,0,
573968,0,3399628,0,
573963,0,3399316,1,
574037,0,3923212,1,
573940,0,3395836,0,
573961,0,3399268,1,
573959,0,3396188,1,
573971,0,3399640,1,
574040,0,3923236,0,
573923,0,3395716,1,
573933,0,3395764,1,
574006,0,3401272,1,
573984,0,3399916,0,
573983,0,3399912,0,
574113,0,3924692,0,
573999,0,3400292,1,
574026,0,3923172,0,
573991,0,3399944,1,
574004,0,3401120,0,
574121,0,3925268,0,
574122,0,3925272,0,
574124,0,3925280,1,
574028,0,3923180,0,
574119,0,3925160,1,
574170,0,3926220,1,
574032,0,3923196,0,
574100,0,3924360,0,
574057,0,3902260,1,
574069,0,3902668,1,
574079,0,3923672,0,
574081,0,3923524,1,
574106,0,3924384,1,
574110,0,3924680,0,
574068,0,3902316,1,
574148,0,3289208,1,
574184,0,3926492,1,
574210,0,4316164,1,
574084,0,3923592,1,
574088,0,3923644,1,
574147,0,3289204,0,
574174,0,3926284,0,
574158,0,3289372,1,
574239,0,3919076,1,
574171,0,3926272,0,
574235,0,3918932,1,
574152,0,3289348,0,
574156,0,3289364,0,
573281,0,4258400,1,
574258,0,3919496,0,
574264,0,3919520,1,
574271,0,3919616,1,
574251,0,3919428,1,
574288,0,3919736,1,
574252,0,3919452,0,
574262,0,3919512,0,
574273,0,3919572,1,
574283,0,3919584,1,
574285,0,3919692,1,
574280,0,3919648,1,
574339,0,4241120,0,
574349,0,4241160,0,
574330,0,4240524,0,
574335,0,4240544,0,
574423,0,4242184,1,
574352,0,4241172,1,
574343,0,4241136,0,
574406,0,4241896,0,
574413,0,4241924,0,
574369,0,4241344,0,
574421,0,4242100,1,
574362,0,4241316,0,
574459,0,4242452,0,
574399,0,4241456,1,
574449,0,4242368,1,
574452,0,4242424,0,
574464,0,4243296,0,
574478,0,4243344,1,
574505,0,4253228,1,
574598,0,4253860,0,
574552,0,4253616,1,
574528,0,4253352,1,
574629,0,4254024,0,
574649,0,4253860,0,
574625,0,4254004,0,
574641,0,4258440,0,
574680,0,4254024,0,
574676,0,4254004,0,
574694,0,4269236,1,
574695,0,4269360,1,
574704,0,4278320,1,
574703,0,4277992,1,
574721,0,4243404,1,
574701,0,4277824,1,
574723,0,4243628,1,
574745,0,4316864,0,
574726,0,4243648,0,
574753,0,4316896,0,
574788,0,4322868,0,
574818,0,4243672,1,
574769,0,4316976,0,
574774,0,4316992,1,
574780,0,4317032,0,
574841,0,4316864,0,
574797,0,4316940,1,
574822,0,4245060,0,
574849,0,4316896,0,
574791,0,4322880,0,
574865,0,4316976,0,
574870,0,4316992,0,
574874,0,4317004,1,
574880,0,4317032,0,
574953,0,3919912,1,
574918,0,4316940,1,
574937,0,4245076,1,
574899,0,4252976,1,
574900,0,4252984,1,
574956,0,3920844,0,
574964,0,3920968,0,
574962,0,3920956,1,
574908,0,4253132,1,
574987,0,4316164,1,
574998,0,3909720,0,
575000,0,3909728,0,
575012,0,3909776,1,
575014,0,3909876,0,
575037,0,4316164,1,
575011,0,3909772,0,
575018,0,3909892,1,
575017,0,3909888,0,
575066,0,4316164,1,
575053,0,3711692,0,
575055,0,3711700,1,
575083,0,3896788,1,
575088,0,3896844,0,
575114,0,4316164,1,
575176,0,4316164,1,
575091,0,3896856,1,
575101,0,3897104,1,
575099,0,3897056,1,
575207,0,3899576,1,
575211,0,3899696,0,
575232,0,4316164,1,
575130,0,3909428,0,
575146,0,3909492,0,
575164,0,3909668,0,
575137,0,3909456,0,
575153,0,3909520,1,
575221,0,3899736,1,
575340,0,3395752,0,
575345,0,3395804,1,
575301,0,3925036,1,
575362,0,3395884,1,
575274,0,3923128,0,
575278,0,3923236,0,
575344,0,3395800,0,
575376,0,3399620,0,
575286,0,3924180,1,
575415,0,3401124,1,
575327,0,3395696,0,
575406,0,3400280,0,
575356,0,3395860,0,
575378,0,3399628,0,
575373,0,3399316,1,
575447,0,3923212,1,
575350,0,3395836,0,
575371,0,3399268,1,
575369,0,3396188,1,
575381,0,3399640,1,
575450,0,3923236,0,
575333,0,3395716,1,
575343,0,3395764,1,
575416,0,3401272,1,
575394,0,3399916,0,
575393,0,3399912,0,
575523,0,3924692,0,
575409,0,3400292,1,
575436,0,3923172,0,
575401,0,3399944,1,
575414,0,3401120,0,
575531,0,3925268,0,
575532,0,3925272,0,
575534,0,3925280,1,
575438,0,3923180,0,
575529,0,3925160,1,
575580,0,3926220,1,
575442,0,3923196,0,
575510,0,3924360,0,
575467,0,3902260,1,
575479,0,3902668,1,
575489,0,3923672,0,
575491,0,3923524,1,
575516,0,3924384,1,
575520,0,3924680,0,
575478,0,3902316,1,
575558,0,3289208,1,
575594,0,3926492,1,
575620,0,4316164,1,
575494,0,3923592,1,
575498,0,3923644,1,
575557,0,3289204,0,
575584,0,3926284,0,
575568,0,3289372,1,
575649,0,3919076,1,
575581,0,3926272,0,
575645,0,3918932,1,
575562,0,3289348,0,
575566,0,3289364,0,
574691,0,4258400,1,
575674,0,3919520,1,
575681,0,3919616,1,
575661,0,3919428,1,
575698,0,3919736,1,
575672,0,3919512,0,
575683,0,3919572,1,
575693,0,3919584,1,
575690,0,3919648,1,
575759,0,4241160,0,
575745,0,4240544,0,
575833,0,4242184,1,
575762,0,4241172,1,
575816,0,4241896,0,
575823,0,4241924,0,
575779,0,4241344,0,
575831,0,4242100,1,
575869,0,4242452,0,
575809,0,4241456,1,
575859,0,4242368,1,
575862,0,4242424,0,
575874,0,4243296,0,
575888,0,4243344,1,
575915,0,4253228,1,
575962,0,4253616,1,
576008,0,4253860,0,
575938,0,4253352,1,
576039,0,4254024,0,
576059,0,4253860,0,
576090,0,4254024,0,
576104,0,4269236,1,
576105,0,4269360,1,
576114,0,4278320,1,
576113,0,4277992,1,
576131,0,4243404,1,
576133,0,4243628,1,
576155,0,4316864,0,
576136,0,4243648,0,
576163,0,4316896,0,
576198,0,4322868,0,
576179,0,4316976,0,
576184,0,4316992,1,
576190,0,4317032,0,
576251,0,4316864,0,
576228,0,4243672,1,
576201,0,4322880,0,
576207,0,4316940,1,
576232,0,4245060,0,
576259,0,4316896,0,
576275,0,4316976,0,
576280,0,4316992,0,
576284,0,4317004,1,
576290,0,4317032,0,
576309,0,4252976,1,
576363,0,3919912,1,
576310,0,4252984,1,
576347,0,4245076,1,
576328,0,4316940,1,
576366,0,3920844,0,
576374,0,3920968,0,
576318,0,4253132,1,
576372,0,3920956,1,
576397,0,4316164,1,
576408,0,3909720,0,
576410,0,3909728,0,
576422,0,3909776,1,
576424,0,3909876,0,
576447,0,4316164,1,
576421,0,3909772,0,
576428,0,3909892,1,
576427,0,3909888,0,
576476,0,4316164,1,
576463,0,3711692,0,
576465,0,3711700,1,
576493,0,3896788,1,
576498,0,3896844,0,
576524,0,4316164,1,
576586,0,4316164,1,
576501,0,3896856,1,
576511,0,3897104,1,
576509,0,3897056,1,
576617,0,3899576,1,
576621,0,3899696,0,
576642,0,4316164,1,
576540,0,3909428,0,
576556,0,3909492,0,
576574,0,3909668,0,
576547,0,3909456,0,
576563,0,3909520,1,
576631,0,3899736,1,
575668,0,3919496,0,
575740,0,4240524,0,
575662,0,3919452,0,
575749,0,4241120,0,
575695,0,3919692,1,
576051,0,4258440,0,
575753,0,4241136,0,
575772,0,4241316,0,
576035,0,4254004,0,
576086,0,4254004,0,
576111,0,4277824,1,
576684,0,3923128,0,
576688,0,3923236,0,
576711,0,3925036,1,
576750,0,3395752,0,
576755,0,3395804,1,
576772,0,3395884,1,
576696,0,3924180,1,
576737,0,3395696,0,
576754,0,3395800,0,
576786,0,3399620,0,
576766,0,3395860,0,
576788,0,3399628,0,
576781,0,3399268,1,
576783,0,3399316,1,
576825,0,3401124,1,
576779,0,3396188,1,
576816,0,3400280,0,
576743,0,3395716,1,
576760,0,3395836,0,
576753,0,3395764,1,
576791,0,3399640,1,
576804,0,3399916,0,
576826,0,3401272,1,
576857,0,3923212,1,
576860,0,3923236,0,
576803,0,3399912,0,
576819,0,3400292,1,
576846,0,3923172,0,
576811,0,3399944,1,
576933,0,3924692,0,
576824,0,3401120,0,
576848,0,3923180,0,
576852,0,3923196,0,
576877,0,3902260,1,
576889,0,3902668,1,
576941,0,3925268,0,
576942,0,3925272,0,
576944,0,3925280,1,
576899,0,3923672,0,
576901,0,3923524,1,
576939,0,3925160,1,
576990,0,3926220,1,
576888,0,3902316,1,
576920,0,3924360,0,
576904,0,3923592,1,
576926,0,3924384,1,
576930,0,3924680,0,
576908,0,3923644,1,
576967,0,3289204,0,
576994,0,3926284,0,
576978,0,3289372,1,
576968,0,3289208,1,
577004,0,3926492,1,
577030,0,4316164,1,
576991,0,3926272,0,
576972,0,3289348,0,
576976,0,3289364,0,
577059,0,3919076,1,
577055,0,3918932,1,
576101,0,4258400,1,
577084,0,3919520,1,
577091,0,3919616,1,
577071,0,3919428,1,
577108,0,3919736,1,
577082,0,3919512,0,
577093,0,3919572,1,
577103,0,3919584,1,
577100,0,3919648,1,
577169,0,4241160,0,
577155,0,4240544,0,
577243,0,4242184,1,
577172,0,4241172,1,
577226,0,4241896,0,
577233,0,4241924,0,
577189,0,4241344,0,
577241,0,4242100,1,
577279,0,4242452,0,
577219,0,4241456,1,
577269,0,4242368,1,
577272,0,4242424,0,
577284,0,4243296,0,
577298,0,4243344,1,
577325,0,4253228,1,
577372,0,4253616,1,
577418,0,4253860,0,
577348,0,4253352,1,
577449,0,4254024,0,
577469,0,4253860,0,
577500,0,4254024,0,
577514,0,4269236,1,
577515,0,4269360,1,
577524,0,4278320,1,
577523,0,4277992,1,
577541,0,4243404,1,
577543,0,4243628,1,
577565,0,4316864,0,
577546,0,4243648,0,
577573,0,4316896,0,
577608,0,4322868,0,
577589,0,4316976,0,
577594,0,4316992,1,
577600,0,4317032,0,
577661,0,4316864,0,
577638,0,4243672,1,
577611,0,4322880,0,
577617,0,4316940,1,
577642,0,4245060,0,
577669,0,4316896,0,
577685,0,4316976,0,
577690,0,4316992,0,
577694,0,4317004,1,
577700,0,4317032,0,
577719,0,4252976,1,
577773,0,3919912,1,
577720,0,4252984,1,
577757,0,4245076,1,
577738,0,4316940,1,
577776,0,3920844,0,
577784,0,3920968,0,
577728,0,4253132,1,
577782,0,3920956,1,
577807,0,4316164,1,
577818,0,3909720,0,
577820,0,3909728,0,
577832,0,3909776,1,
577834,0,3909876,0,
577857,0,4316164,1,
577831,0,3909772,0,
577838,0,3909892,1,
577837,0,3909888,0,
577886,0,4316164,1,
577873,0,3711692,0,
577875,0,3711700,1,
577903,0,3896788,1,
577908,0,3896844,0,
577934,0,4316164,1,
577996,0,4316164,1,
577911,0,3896856,1,
577921,0,3897104,1,
577919,0,3897056,1,
578027,0,3899576,1,
578031,0,3899696,0,
578052,0,4316164,1,
577950,0,3909428,0,
577966,0,3909492,0,
577984,0,3909668,0,
577957,0,3909456,0,
577973,0,3909520,1,
578041,0,3899736,1,
577078,0,3919496,0,
577150,0,4240524,0,
577072,0,3919452,0,
577159,0,4241120,0,
577105,0,3919692,1,
577461,0,4258440,0,
577163,0,4241136,0,
577182,0,4241316,0,
577445,0,4254004,0,
577496,0,4254004,0,
577521,0,4277824,1,
578094,0,3923128,0,
578098,0,3923236,0,
578121,0,3925036,1,
578160,0,3395752,0,
578165,0,3395804,1,
578182,0,3395884,1,
578106,0,3924180,1,
578147,0,3395696,0,
578164,0,3395800,0,
578196,0,3399620,0,
578176,0,3395860,0,
578198,0,3399628,0,
578191,0,3399268,1,
578193,0,3399316,1,
578235,0,3401124,1,
578189,0,3396188,1,
578226,0,3400280,0,
578153,0,3395716,1,
578170,0,3395836,0,
578163,0,3395764,1,
578201,0,3399640,1,
578214,0,3399916,0,
578236,0,3401272,1,
578267,0,3923212,1,
578270,0,3923236,0,
578213,0,3399912,0,
578229,0,3400292,1,
578256,0,3923172,0,
578221,0,3399944,1,
578343,0,3924692,0,
578234,0,3401120,0,
578258,0,3923180,0,
578262,0,3923196,0,
578287,0,3902260,1,
578299,0,3902668,1,
578351,0,3925268,0,
578352,0,3925272,0,
578354,0,3925280,1,
578309,0,3923672,0,
578311,0,3923524,1,
578349,0,3925160,1,
578400,0,3926220,1,
578298,0,3902316,1,
578330,0,3924360,0,
578314,0,3923592,1,
578336,0,3924384,1,
578340,0,3924680,0,
578318,0,3923644,1,
578377,0,3289204,0,
578404,0,3926284,0,
578388,0,3289372,1,
578378,0,3289208,1,
578414,0,3926492,1,
578440,0,4316164,1,
578401,0,3926272,0,
578382,0,3289348,0,
578386,0,3289364,0,
578469,0,3919076,1,
578465,0,3918932,1,
577511,0,4258400,1,
578494,0,3919520,1,
578501,0,3919616,1,
578481,0,3919428,1,
578518,0,3919736,1,
578492,0,3919512,0,
578503,0,3919572,1,
578513,0,3919584,1,
578510,0,3919648,1,
578579,0,4241160,0,
578565,0,4240544,0,
578653,0,4242184,1,
578582,0,4241172,1,
578636,0,4241896,0,
578643,0,4241924,0,
578599,0,4241344,0,
578651,0,4242100,1,
578689,0,4242452,0,
578629,0,4241456,1,
578679,0,4242368,1,
578682,0,4242424,0,
578694,0,4243296,0,
578708,0,4243344,1,
578735,0,4253228,1,
578782,0,4253616,1,
578828,0,4253860,0,
578758,0,4253352,1,
578859,0,4254024,0,
578879,0,4253860,0,
578910,0,4254024,0,
578924,0,4269236,1,
578925,0,4269360,1,
578934,0,4278320,1,
578933,0,4277992,1,
578951,0,4243404,1,
578953,0,4243628,1,
578975,0,4316864,0,
578956,0,4243648,0,
578983,0,4316896,0,
579018,0,4322868,0,
578999,0,4316976,0,
579004,0,4316992,1,
579010,0,4317032,0,
579071,0,4316864,0,
578488,0,3919496,0,
578560,0,4240524,0,
579048,0,4243672,1,
